w,:,t,z,q,g,j,b,u,y,h,",",f,c,d,m,r,e,n,;,l,k,a,!,o,x,p,i,v,s
k,",",w,m,n,q,l,x,e,g,h,v,t,b,p,y,i,d,r,a,j,o,f,u,!,z,s,:,;,c
w,:,t,z,q,g,j,b,y,h,",",f,c,d,m,r,u,e,n,;,l,k,a,!,o,x,p,i,v,s
w,:,t,z,q,g,j,b,y,h,",",f,c,d,m,r,u,e,n,;,l,k,a,!,o,x,p,i,v,s
w,:,t,z,q,g,j,b,y,h,",",f,c,d,u,m,r,e,n,;,l,k,a,!,o,x,p,i,v,s
w,:,t,z,y,h,",",f,c,b,d,g,j,u,q,m,r,e,o,!,p,i,v,s,n,;,l,k,a,x
w,:,t,j,q,g,z,b,y,h,",",f,c,r,u,e,n,;,l,k,a,!,o,x,p,i,d,m,v,s
w,:,t,j,q,g,z,b,y,h,",",f,c,r,u,e,n,;,l,k,a,!,o,x,p,i,d,m,v,s
w,:,t,j,q,g,z,b,y,h,",",f,c,r,u,e,n,;,a,!,o,x,p,i,d,m,v,s,l,k
w,:,t,j,q,g,z,b,y,h,",",f,c,r,u,e,n,;,a,!,o,x,p,i,d,m,v,s,l,k
w,:,t,j,q,g,z,b,y,h,",",f,c,u,r,e,o,!,l,k,a,p,i,d,m,v,s,n,;,x
w,:,t,j,q,g,z,b,y,h,",",f,c,u,r,e,o,!,l,k,a,p,i,d,m,v,s,n,x,;
w,:,t,j,q,g,z,b,y,h,",",f,c,u,r,e,o,!,a,p,i,d,l,k,m,v,s,n,;,x
w,:,t,j,q,g,z,b,y,h,",",f,c,u,r,e,o,!,a,p,i,d,l,k,m,v,s,n,;,x
w,x,:,t,j,q,g,z,y,h,",",f,c,u,r,e,o,!,l,k,a,p,i,d,m,v,s,n,;,b
w,x,:,t,j,q,g,z,y,h,",",f,c,u,r,e,o,!,l,k,a,p,i,d,m,v,s,n,;,b
w,:,t,z,y,h,b,j,q,g,",",f,c,u,r,e,o,!,a,p,i,n,l,d,m,v,k,;,x,s
w,:,t,z,y,h,b,j,q,g,",",f,c,u,r,e,o,!,a,p,i,n,l,d,m,v,k,;,x,s
w,:,t,z,y,h,b,j,q,g,",",f,c,u,r,e,o,!,a,p,i,n,l,d,m,v,k,;,x,s
w,b,:,t,j,q,g,z,y,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x,s
w,b,:,t,j,q,g,z,y,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x,s
w,b,:,t,j,q,g,z,y,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x,s
w,:,t,z,y,h,b,j,q,g,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x,s
w,b,:,j,q,t,z,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x,s
w,b,:,j,q,t,z,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x,s
w,:,;,x,s,t,z,y,q,g,",",f,c,u,r,e,o,!,a,p,i,n,l,d,m,v,k,h,b,j
w,b,:,j,q,t,z,y,s,g,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x
w,b,:,j,q,t,z,y,s,g,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x
w,b,:,j,q,t,z,y,s,g,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x
w,b,:,j,q,t,z,y,s,g,h,",",f,c,u,r,e,n,o,!,a,p,i,l,d,m,v,k,;,x
w,:,j,x,q,t,z,s,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,d,l,m,b,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,d,l,m,b,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,d,l,m,b,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,d,l,m,b,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,d,l,m,b,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",f,c,u,r,e,n,o,!,a,p,i,d,l,m,b,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,!,a,p,i,d,l,m,b,f,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,!,a,p,i,d,l,m,b,f,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,!,a,p,i,d,l,m,b,f,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,!,a,p,i,d,l,m,b,f,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,!,a,p,i,d,l,m,b,f,v,k,;
w,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,!,a,p,i,d,l,m,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,m,h,",",c,u,r,e,n,o,a,p,i,d,l,g,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,m,h,",",c,u,r,e,n,o,a,p,i,d,l,g,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,m,h,",",c,u,r,e,n,o,a,p,i,d,l,g,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,a,p,i,d,l,m,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,a,p,i,d,l,m,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,a,p,i,d,l,m,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,a,p,i,d,l,m,b,f,v,k,;
w,!,:,j,x,q,t,z,s,y,g,h,",",c,u,r,e,n,o,a,p,i,d,l,m,b,f,v,k,;
w,:,j,y,h,g,;,x,q,t,z,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,j,y,h,g,;,x,q,t,z,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,x,t,z,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,x,t,z,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,",",c,y,j,h,g,;,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,",",c,y,j,h,g,;,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,z,x,t,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,z,x,t,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,z,x,t,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,z,x,t,s,",",c,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,q,:,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,g,;,",",c,z,x,t,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,:,q,j,y,h,;,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,;,:,q,j,y,h,",",c,z,x,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,r,e,n,o,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
w,x,;,:,q,j,y,h,",",c,z,t,g,s,u,o,r,e,n,a,p,i,d,l,m,b,!,v,f,k
